/data/data/student/fengzexin/datasets/OCTA_500/bmp/10242.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10242.bmp
/data/data/student/fengzexin/datasets/OCTA_500/bmp/10002.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10002.bmp
/data/data/student/fengzexin/datasets/OCTA_500/bmp/10286.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10286.bmp
/data/data/student/fengzexin/datasets/OCTA_500/bmp/10231.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10231.bmp
/data/data/student/fengzexin/datasets/OCTA_500/bmp/10240.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10240.bmp
/data/data/student/fengzexin/datasets/OCTA_500/bmp/10101.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10101.bmp
/data/data/student/fengzexin/datasets/OCTA_500/bmp/10113.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10113.bmp
/data/data/student/fengzexin/datasets/OCTA_500/bmp/10139.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10139.bmp
/data/data/student/fengzexin/datasets/OCTA_500/bmp/10261.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10261.bmp
/data/data/student/fengzexin/datasets/OCTA_500/bmp/10130.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10130.bmp
/data/data/student/fengzexin/datasets/OCTA_500/bmp/10048.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10048.bmp
/data/data/student/fengzexin/datasets/OCTA_500/bmp/10011.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10011.bmp
/data/data/student/fengzexin/datasets/OCTA_500/bmp/10258.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10258.bmp
/data/data/student/fengzexin/datasets/OCTA_500/bmp/10111.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10111.bmp
/data/data/student/fengzexin/datasets/OCTA_500/bmp/10073.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10073.bmp
/data/data/student/fengzexin/datasets/OCTA_500/bmp/10099.bmp /data/data/student/fengzexin/datasets/OCTA_500/masks/10099.bmp
